Customer ID,No_of_Months_Transac,Total_Qty,Number_of_Item_Types,Max_Item_UnitPrice,Min_Item_UnitPrice,Median_Item_UnitPrice,Last_Purchase_Date,First_Purchase_Date,Avg_Transaction_Per_Mth,Avg_Spending_Per_Mth,Ratio_Transaction_Per_Unique_Mth,Ratio_Spending_Per_Unique_Mth,Avg_Spending_Per_Inv,Avg_Purchase_Qty_Per_Inv,Avg_Item_Types_Per_Inv,Recency,Frequency,Monetary,Tenure,Customer_Country_Belgium,Customer_Country_France,Customer_Country_Germany,Customer_Country_Italy,Customer_Country_Netherlands,Customer_Country_Other Countries,Customer_Country_Portugal,Customer_Country_Spain,Customer_Country_Sweden,Customer_Country_Switzerland,Customer_Country_United Kingdom
12415.0,15,91447,520,350.0,0.19,1.65,2011-11-15,2010-06-30,1.12,5778.334799999987,1.8666666666666667,9630.557999999979,5159.227499999988,3265.964285714286,18.571428571428573,25,28,144458.36999999968,528,0,0,0,0,0,1,0,0,0,0,0
12416.0,1,132,11,2.1,0.55,1.69,2010-02-21,2010-02-21,0.04,8.102400000000001,1.0,202.56000000000003,202.56000000000003,132.0,11.0,657,1,202.56000000000003,657,0,0,0,0,0,1,0,0,0,0,0
12417.0,16,2884,279,29.95,0.19,3.75,2011-12-06,2009-12-06,0.8,271.8963999999999,1.25,424.8381249999999,339.8704999999999,144.2,13.95,4,20,6797.409999999998,734,1,0,0,0,0,0,0,0,0,0,0
12418.0,4,1088,92,9.95,0.19,2.55,2011-08-19,2010-03-19,0.16,80.84800000000001,1.0,505.30000000000007,505.30000000000007,272.0,23.0,113,4,2021.2000000000003,631,0,0,0,0,0,0,0,0,0,1,0
12419.0,2,231,23,28.0,0.19,1.25,2010-11-19,2010-10-22,0.08,20.1204,1.0,251.505,251.505,115.5,11.5,386,2,503.01,414,0,0,0,0,0,0,0,1,0,0,0
12420.0,1,345,29,16.95,0.12,3.75,2011-10-07,2011-10-07,0.04,24.015600000000003,1.0,600.3900000000001,600.3900000000001,345.0,29.0,64,1,600.3900000000001,64,0,0,0,0,0,1,0,0,0,0,0
12421.0,6,652,44,28.0,0.39,1.65,2011-11-24,2010-07-22,0.24,43.943999999999996,1.0,183.1,183.1,108.66666666666667,7.333333333333333,16,6,1098.6,506,0,0,0,0,0,0,0,1,0,0,0
12422.0,11,2596,141,662.25,0.21,1.95,2011-09-05,2009-12-18,0.68,209.27199999999985,1.5454545454545454,475.6181818181815,307.75294117647036,152.7058823529412,8.294117647058824,96,17,5231.7999999999965,722,0,0,0,0,0,1,0,0,0,0,0
12423.0,10,1793,127,18.0,0.29,1.65,2011-12-09,2010-08-31,0.4,104.89559999999994,1.0,262.23899999999986,262.23899999999986,179.3,12.7,1,10,2622.3899999999985,466,0,0,0,0,0,1,0,0,0,0,0
12424.0,3,2025,79,9.95,0.38,1.5499999999999998,2011-06-30,2010-06-09,0.16,133.6012,1.3333333333333333,1113.3433333333335,835.0075,506.25,19.75,163,4,3340.03,549,0,0,0,0,0,1,0,0,0,0,0
12425.0,2,1147,89,12.75,0.14,1.65,2011-09-22,2010-09-17,0.08,69.65639999999999,1.0,870.7049999999998,870.7049999999998,573.5,44.5,79,2,1741.4099999999996,449,0,0,0,0,0,0,1,0,0,0,0
12426.0,2,584,74,18.0,0.1,2.55,2011-05-29,2010-02-15,0.08,53.80840000000002,1.0,672.6050000000002,672.6050000000002,292.0,37.0,195,2,1345.2100000000005,663,0,0,1,0,0,0,0,0,0,0,0
12427.0,3,533,26,18.0,0.21,2.1,2011-11-18,2010-12-03,0.12,33.03200000000001,1.0,275.2666666666667,275.2666666666667,177.66666666666666,8.666666666666666,22,3,825.8000000000002,372,0,0,1,0,0,0,0,0,0,0,0
12428.0,5,3536,259,275.6,0.12,2.08,2011-11-14,2011-03-01,0.36,318.25840000000017,1.8,1591.2920000000008,884.0511111111115,392.8888888888889,28.77777777777778,26,9,7956.460000000004,284,0,0,0,0,0,1,0,0,0,0,0
12429.0,6,2890,125,28.0,0.29,2.08,2011-11-30,2010-06-11,0.32,248.1763999999999,1.3333333333333333,1034.068333333333,775.5512499999996,361.25,15.625,10,8,6204.409999999997,547,0,0,0,0,0,1,0,0,0,0,0
12430.0,1,117,11,40.0,0.42,1.45,2011-10-27,2011-10-27,0.04,10.255999999999998,1.0,256.4,256.4,117.0,11.0,44,1,256.4,44,0,0,0,0,0,1,0,0,0,0,0
12431.0,16,4600,260,16.95,0.42,2.95,2011-11-04,2010-01-15,1.08,417.2887999999997,1.6875,652.0137499999995,386.3785185185182,170.37037037037038,9.62962962962963,36,27,10432.219999999992,694,1,0,0,0,0,0,0,0,0,0,0
12432.0,2,1801,107,700.0,0.29,2.1,2011-10-28,2011-06-20,0.2,202.37280000000007,2.5,2529.6600000000008,1011.8640000000003,360.2,21.4,43,5,5059.3200000000015,173,0,0,0,0,0,1,0,0,0,0,0
12433.0,8,13534,291,14.95,0.1,1.45,2011-12-09,2010-08-20,0.4,671.7655999999997,1.25,2099.267499999999,1679.4139999999993,1353.4,29.1,1,10,16794.139999999992,477,0,0,0,0,0,1,0,0,0,0,0
12434.0,3,532,62,9.95,0.39,2.325,2011-09-16,2010-11-23,0.12,44.13719999999999,1.0,367.80999999999995,367.80999999999995,177.33333333333334,20.666666666666668,85,3,1103.4299999999998,382,0,0,0,0,0,1,0,0,0,0,0
12435.0,6,4958,88,14.95,0.29,2.1,2011-09-21,2009-12-02,0.24,557.0372000000003,1.0,2320.9883333333346,2320.9883333333346,826.3333333333334,14.666666666666666,80,6,13925.930000000008,738,0,0,0,0,0,1,0,0,0,0,0
12436.0,1,211,16,40.0,0.55,2.92,2011-09-01,2011-09-01,0.04,20.3604,1.0,509.01,509.01,211.0,16.0,100,1,509.01,100,0,0,0,0,0,1,0,0,0,0,0
12437.0,20,8000,296,18.0,0.21,1.65,2011-12-08,2009-12-02,1.56,507.3360000000002,1.95,634.1700000000003,325.2153846153847,205.12820512820514,7.589743589743589,2,39,12683.400000000005,738,0,1,0,0,0,0,0,0,0,0,0
12438.0,2,1180,85,40.0,0.06,1.95,2011-11-25,2011-07-22,0.08,116.27400000000002,1.0,1453.4250000000002,1453.4250000000002,590.0,42.5,15,2,2906.8500000000004,141,0,0,0,0,0,1,0,0,0,0,0
12439.0,2,478,69,14.95,0.42,2.95,2010-01-26,2009-12-14,0.08,45.71520000000001,1.0,571.4400000000002,571.4400000000002,239.0,34.5,683,2,1142.8800000000003,726,0,0,0,0,0,1,0,0,0,0,0
12440.0,2,331,23,40.0,0.85,2.12,2010-09-03,2009-12-22,0.08,34.36800000000001,1.0,429.6000000000001,429.6000000000001,165.5,11.5,463,2,859.2000000000002,718,0,0,0,0,0,1,0,0,0,0,0
12441.0,1,121,11,18.0,0.42,2.95,2010-12-08,2010-12-08,0.04,6.942,1.0,173.55,173.55,121.0,11.0,367,1,173.55,367,0,1,0,0,0,0,0,0,0,0,0
12442.0,1,182,12,28.0,0.39,0.75,2011-12-06,2011-12-06,0.04,6.8824000000000005,1.0,172.06,172.06,182.0,12.0,4,1,172.06,4,0,0,0,0,0,0,0,1,0,0,0
12443.0,1,182,21,40.0,0.55,2.1,2009-12-07,2009-12-07,0.04,19.412400000000005,1.0,485.3100000000001,485.3100000000001,182.0,21.0,733,1,485.3100000000001,733,0,0,0,0,0,1,0,0,0,0,0
12444.0,5,1153,138,40.0,0.65,4.2,2011-11-18,2011-06-21,0.2,200.2184,1.0,1001.092,1001.092,230.6,27.6,22,5,5005.46,172,0,0,0,0,0,1,0,0,0,0,0
12445.0,2,206,24,28.0,0.42,2.95,2011-11-17,2010-10-15,0.08,17.3992,1.0,217.49,217.49,103.0,12.0,23,2,434.98,421,0,0,0,0,0,0,0,1,0,0,0
12446.0,1,351,57,14.95,0.42,2.95,2011-10-13,2011-10-13,0.04,40.09239999999999,1.0,1002.3099999999998,1002.3099999999998,351.0,57.0,58,1,1002.3099999999998,58,0,0,0,0,0,1,0,0,0,0,0
12447.0,1,190,26,15.0,0.85,2.25,2011-04-10,2011-04-10,0.04,19.0596,1.0,476.49,476.49,190.0,26.0,244,1,476.49,244,1,0,0,0,0,0,0,0,0,0,0
12448.0,1,243,22,65.0,0.19,1.6,2011-10-26,2011-10-26,0.04,17.978000000000005,1.0,449.4500000000001,449.4500000000001,243.0,22.0,45,1,449.4500000000001,45,0,0,0,0,0,0,0,1,0,0,0
12449.0,6,2282,126,18.0,0.18,2.95,2011-11-17,2010-09-27,0.24,193.43559999999997,1.0,805.9816666666666,805.9816666666666,380.3333333333333,21.0,23,6,4835.889999999999,439,0,0,0,0,0,1,0,0,0,0,0
12450.0,5,442,31,12.75,0.42,1.65,2011-07-06,2010-08-22,0.2,27.528000000000002,1.0,137.64000000000001,137.64000000000001,88.4,6.2,157,5,688.2,475,0,0,0,0,0,0,0,1,0,0,0
12451.0,6,9359,371,40.0,0.06,1.65,2011-11-29,2010-06-28,0.32,506.7951999999996,1.3333333333333333,2111.646666666665,1583.7349999999988,1169.875,46.375,11,8,12669.87999999999,530,0,0,0,0,0,0,0,0,0,1,0
12452.0,1,185,21,40.0,0.42,2.09,2011-11-23,2011-11-23,0.08,17.222800000000003,2.0,430.5700000000001,215.28500000000005,92.5,10.5,17,2,430.5700000000001,17,0,0,0,0,0,0,0,0,0,1,0
12453.0,1,473,43,6.75,0.42,1.65,2011-07-28,2011-07-28,0.04,28.283599999999996,1.0,707.0899999999999,707.0899999999999,473.0,43.0,135,1,707.0899999999999,135,0,0,0,0,0,1,0,0,0,0,0
12454.0,3,7703,24,220.0,1.06,2.55,2011-10-14,2010-10-14,0.2,667.1912,1.6666666666666667,5559.926666666666,3335.9559999999997,1540.6,4.8,57,5,16679.78,422,0,0,0,0,0,0,0,1,0,0,0
12455.0,9,3302,199,39.95,0.29,2.1,2011-09-27,2009-12-18,0.4,235.19800000000006,1.1111111111111112,653.327777777778,587.9950000000001,330.2,19.9,74,10,5879.950000000002,722,0,0,0,0,0,1,0,0,0,0,0
12456.0,3,1633,105,40.0,0.19,1.65,2011-10-26,2011-03-30,0.12,127.24159999999992,1.0,1060.3466666666661,1060.3466666666661,544.3333333333334,35.0,45,3,3181.039999999998,255,0,0,0,0,0,0,0,0,0,1,0
12457.0,4,1094,63,40.0,0.38,1.95,2011-10-04,2010-09-30,0.32,119.8364,2.0,748.9775,374.48875,136.75,7.875,67,8,2995.91,436,0,0,0,0,0,0,0,0,0,1,0
12458.0,4,986,72,40.0,0.19,1.65,2011-09-29,2010-08-09,0.16,71.09960000000001,1.0,444.37250000000006,444.37250000000006,246.5,18.0,72,4,1777.4900000000002,488,0,0,0,0,0,0,0,0,0,1,0
12459.0,1,258,23,28.0,0.42,1.65,2010-04-13,2010-04-13,0.04,18.174399999999995,1.0,454.3599999999999,454.3599999999999,258.0,23.0,606,1,454.3599999999999,606,0,0,0,0,0,0,0,1,0,0,0
12460.0,1,170,18,15.0,0.42,2.95,2010-09-09,2010-09-09,0.04,13.066,1.0,326.65000000000003,326.65000000000003,170.0,18.0,457,1,326.65000000000003,457,1,0,0,0,0,0,0,0,0,0,0
12461.0,2,287,35,40.0,0.19,2.95,2011-09-06,2011-07-08,0.08,33.07520000000001,1.0,413.4400000000001,413.4400000000001,143.5,17.5,95,2,826.8800000000002,155,0,0,0,0,0,0,0,0,0,1,0
12462.0,2,536,52,28.0,0.39,2.495,2011-11-21,2011-02-09,0.08,47.583600000000004,1.0,594.7950000000001,594.7950000000001,268.0,26.0,19,2,1189.5900000000001,304,0,0,0,0,0,0,0,1,0,0,0
12463.0,4,776,65,18.0,0.39,1.65,2011-10-17,2011-04-12,0.16,53.79119999999999,1.0,336.19499999999994,336.19499999999994,194.0,16.25,54,4,1344.7799999999997,242,1,0,0,0,0,0,0,0,0,0,0
12464.0,5,112,6,16.95,2.55,14.95,2011-11-29,2011-02-03,0.32,48.482,1.6,242.41,151.50625,14.0,0.75,11,8,1212.05,310,1,0,0,0,0,0,0,0,0,0,0
