Customer ID,Inv_Count,No_of_Months_Transac,Unique MMYY,Country,Total_Qty,Number_of_Item_Types,Total_Spending,Max_Item_UnitPrice,Min_Item_UnitPrice,Median_Item_UnitPrice,Last_Purchase_Date,First_Purchase_Date,Avg_Transaction_Per_Mth,Avg_Spending_Per_Mth,Ratio_Transaction_Per_Unique_Mth,Ratio_Spending_Per_Unique_Mth,Avg_Spending_Per_Inv,Avg_Purchase_Qty_Per_Inv,Avg_Item_Types_Per_Inv,Recency,Frequency,Monetary,Tenure,Recency_Score,Frequency_Score,Monetary_Score,Tenure_Score,RFM_Score,Customer_Country_Belgium,Customer_Country_France,Customer_Country_Germany,Customer_Country_Italy,Customer_Country_Netherlands,Customer_Country_Other Countries,Customer_Country_Portugal,Customer_Country_Spain,Customer_Country_Sweden,Customer_Country_Switzerland,Customer_Country_United Kingdom
12356.0,6,5,['Oct 10' 'Nov 10' 'Jan 11' 'Apr 11' 'Nov 11'],Portugal,3416,104,6371.729999999995,28.0,0.36,1.45,2011-11-17,2010-10-11,0.24,254.8691999999998,1.2,1274.345999999999,1061.9549999999992,569.3333333333334,17.333333333333332,23,6,6371.729999999995,425,4,4,5,2,445,0,0,0,0,0,0,1,0,0,0,0
12357.0,3,2,['Nov 10' 'Nov 11'],Switzerland,6587,264,18287.659999999993,850.0,0.39,2.4,2011-11-06,2010-11-16,0.12,731.5063999999998,1.5,9143.829999999996,6095.8866666666645,2195.6666666666665,88.0,34,3,18287.659999999993,389,4,3,5,2,435,0,0,0,0,0,0,0,0,0,1,0
12358.0,5,5,['Dec 09' 'Jun 10' 'Nov 10' 'Jul 11' 'Dec 11'],Austria,1079,56,3887.070000000003,40.0,0.39,2.95,2011-12-08,2009-12-08,0.2,155.4828000000001,1.0,777.4140000000006,777.4140000000006,215.8,11.2,2,5,3887.070000000003,732,5,4,5,5,545,0,0,0,0,0,1,0,0,0,0,0
12359.0,10,8,['Dec 09' 'Mar 10' 'Jun 10' 'Oct 10' 'Jan 11' 'Feb 11' 'Jun 11' 'Oct 11'],Cyprus,2739,310,8873.389999999994,145.0,0.29,3.95,2011-10-13,2009-12-05,0.4,354.93559999999974,1.25,1109.1737499999992,887.3389999999994,273.9,31.0,58,10,8873.389999999994,735,4,5,5,5,455,0,0,0,0,0,1,0,0,0,0,0
12360.0,8,7,['Feb 10' 'Mar 10' 'May 10' 'Nov 10' 'May 11' 'Aug 11' 'Oct 11'],Austria,2459,163,4252.89,40.0,0.12,1.65,2011-10-18,2010-02-22,0.32,170.1156,1.1428571428571428,607.5557142857143,531.61125,307.375,20.375,53,8,4252.89,656,4,4,5,4,445,0,0,0,0,0,1,0,0,0,0,0
12361.0,4,4,['Jan 10' 'May 10' 'Sep 10' 'Feb 11'],Belgium,235,19,511.24999999999994,15.0,1.65,1.95,2011-02-25,2010-01-26,0.16,20.45,1.0,127.81249999999999,127.81249999999999,58.75,4.75,288,4,511.24999999999994,683,2,3,2,4,232,1,0,0,0,0,0,0,0,0,0,0
12362.0,11,9,"['Dec 09' 'Feb 11' 'Apr 11' 'Jul 11' 'Aug 11' 'Sep 11' 'Oct 11' 'Nov 11'
 'Dec 11']",Belgium,2230,201,5356.230000000002,130.0,0.12,2.55,2011-12-06,2009-12-01,0.44,214.2492000000001,1.2222222222222223,595.1366666666669,486.93000000000023,202.72727272727272,18.272727272727273,4,11,5356.230000000002,739,5,5,5,5,555,1,0,0,0,0,0,0,0,0,0,0
12363.0,2,2,['Apr 11' 'Aug 11'],Unspecified,408,23,552.0,7.95,0.55,1.45,2011-08-22,2011-04-11,0.08,22.08,1.0,276.0,276.0,204.0,11.5,110,2,552.0,243,3,2,2,1,322,0,0,0,0,0,1,0,0,0,0,0
12364.0,4,4,['Aug 11' 'Sep 11' 'Oct 11' 'Dec 11'],Belgium,1506,70,1313.1000000000001,15.0,0.36,0.85,2011-12-02,2011-08-19,0.16,52.52400000000001,1.0,328.27500000000003,328.27500000000003,376.5,17.5,8,4,1313.1000000000001,113,5,3,4,1,534,1,0,0,0,0,0,0,0,0,0,0
12365.0,2,1,['Feb 11'],Cyprus,174,22,641.38,320.69,0.42,2.3,2011-02-21,2011-02-21,0.08,25.6552,2.0,641.38,320.69,87.0,11.0,292,2,641.38,292,2,2,3,2,223,0,0,0,0,0,1,0,0,0,0,0
12366.0,1,1,['Mar 10'],Cyprus,296,3,500.24,1.69,1.69,1.69,2010-03-16,2010-03-16,0.04,20.0096,1.0,500.24,500.24,296.0,3.0,634,1,500.24,634,1,1,2,4,112,0,0,0,0,0,1,0,0,0,0,0
12367.0,1,1,['Dec 11'],Denmark,173,11,168.9,18.0,0.21,1.95,2011-12-05,2011-12-05,0.04,6.756,1.0,168.9,168.9,173.0,11.0,5,1,168.9,5,5,1,1,1,511,0,0,0,0,0,1,0,0,0,0,0
12368.0,1,1,['Mar 10'],Cyprus,330,18,917.7,14.95,0.85,2.75,2010-03-21,2010-03-21,0.04,36.708,1.0,917.7,917.7,330.0,18.0,629,1,917.7,629,1,1,3,4,113,0,0,0,0,0,1,0,0,0,0,0
12369.0,3,3,['Mar 10' 'Sep 10' 'Oct 10'],Austria,1241,90,1791.15,40.0,0.42,1.65,2010-10-22,2010-03-08,0.12,71.646,1.0,597.0500000000001,597.0500000000001,413.6666666666667,30.0,414,3,1791.15,642,1,3,4,4,134,0,0,0,0,0,1,0,0,0,0,0
12370.0,7,5,['Feb 10' 'Mar 10' 'Dec 10' 'Mar 11' 'Oct 11'],Austria,2604,170,4316.559999999998,40.0,0.21,2.55,2011-10-19,2010-02-09,0.28,172.6623999999999,1.4,863.3119999999996,616.6514285714283,372.0,24.285714285714285,52,7,4316.559999999998,669,4,4,5,4,445,0,0,0,0,0,1,0,0,0,0,0
12371.0,5,3,['Mar 10' 'Oct 10' 'Oct 11'],Switzerland,1436,136,4067.3799999999983,40.0,0.39,2.95,2011-10-26,2010-03-04,0.2,162.69519999999994,1.6666666666666667,1355.7933333333328,813.4759999999997,287.2,27.2,45,5,4067.3799999999983,646,4,4,5,4,445,0,0,0,0,0,0,0,0,0,1,0
12372.0,3,3,['Feb 11' 'May 11' 'Sep 11'],Denmark,794,34,1298.0400000000002,18.0,0.42,1.95,2011-09-29,2011-02-16,0.12,51.921600000000005,1.0,432.68000000000006,432.68000000000006,264.6666666666667,11.333333333333334,72,3,1298.0400000000002,297,3,3,4,2,334,0,0,0,0,0,1,0,0,0,0,0
12373.0,3,3,['Feb 10' 'Mar 10' 'Feb 11'],Austria,516,38,1127.65,40.0,0.85,1.95,2011-02-01,2010-02-04,0.12,45.106,1.0,375.8833333333334,375.8833333333334,172.0,12.666666666666666,312,3,1127.65,674,2,3,3,4,233,0,0,0,0,0,1,0,0,0,0,0
12374.0,4,3,['Apr 10' 'Oct 10' 'Nov 11'],Austria,1362,80,2989.2200000000007,40.0,0.42,1.95,2011-11-14,2010-04-30,0.16,119.56880000000002,1.3333333333333333,996.4066666666669,747.3050000000002,340.5,20.0,26,4,2989.2200000000007,589,4,3,5,3,435,0,0,0,0,0,1,0,0,0,0,0
12375.0,2,2,['Sep 11' 'Nov 11'],Finland,178,14,457.5000000000001,40.0,0.85,2.08,2011-11-29,2011-09-02,0.08,18.300000000000004,1.0,228.75000000000006,228.75000000000006,89.0,7.0,11,2,457.5000000000001,99,5,2,2,1,522,0,0,0,0,0,1,0,0,0,0,0
12376.0,2,2,['Oct 10' 'Nov 10'],Switzerland,240,11,503.15,40.0,0.85,2.1,2010-11-15,2010-10-18,0.08,20.125999999999998,1.0,251.575,251.575,120.0,5.5,390,2,503.15,418,2,2,2,2,222,0,0,0,0,0,0,0,0,0,1,0
12377.0,4,4,['Apr 10' 'Nov 10' 'Dec 10' 'Jan 11'],Switzerland,2105,129,3426.319999999998,40.0,0.21,1.95,2011-01-28,2010-04-29,0.16,137.0527999999999,1.0,856.5799999999995,856.5799999999995,526.25,32.25,316,4,3426.319999999998,590,2,3,5,3,235,0,0,0,0,0,0,0,0,0,1,0
12378.0,2,2,['May 10' 'Aug 11'],Switzerland,3316,295,5416.32,39.95,0.21,1.95,2011-08-02,2010-05-26,0.08,216.65279999999998,1.0,2708.16,2708.16,1658.0,147.5,130,2,5416.32,563,3,2,5,3,325,0,0,0,0,0,0,0,0,0,1,0
12379.0,4,4,['Jun 10' 'Oct 10' 'Jun 11' 'Sep 11'],Belgium,815,64,1620.22,15.0,0.42,1.65,2011-09-19,2010-06-23,0.16,64.8088,1.0,405.055,405.055,203.75,16.0,82,4,1620.22,535,3,3,4,3,334,1,0,0,0,0,0,0,0,0,0,0
12380.0,11,8,['Feb 10' 'Mar 10' 'Jun 10' 'Aug 10' 'Jun 11' 'Sep 11' 'Oct 11' 'Nov 11'],Belgium,3355,179,9676.300000000001,1508.65,0.29,2.1,2011-11-18,2010-02-15,0.44,387.052,1.375,1209.5375000000001,879.6636363636364,305.0,16.272727272727273,22,11,9676.300000000001,663,4,5,5,4,455,1,0,0,0,0,0,0,0,0,0,0
12381.0,5,4,['Aug 11' 'Oct 11' 'Nov 11' 'Dec 11'],Norway,808,70,1845.3100000000006,40.0,0.39,2.1,2011-12-05,2011-08-12,0.2,73.81240000000003,1.25,461.32750000000016,369.0620000000001,161.6,14.0,5,5,1845.3100000000006,120,5,4,4,1,544,0,0,0,0,0,1,0,0,0,0,0
12383.0,5,5,['Dec 10' 'Jan 11' 'Mar 11' 'Apr 11' 'Jun 11'],Belgium,1532,84,1850.5599999999997,18.0,0.12,1.25,2011-06-08,2010-12-22,0.2,74.02239999999999,1.0,370.11199999999997,370.11199999999997,306.4,16.8,185,5,1850.5599999999997,353,3,4,4,2,344,1,0,0,0,0,0,0,0,0,0,0
12384.0,2,2,['Aug 11' 'Nov 11'],Switzerland,126,26,585.2700000000001,40.0,0.83,4.95,2011-11-11,2011-08-10,0.08,23.410800000000005,1.0,292.63500000000005,292.63500000000005,63.0,13.0,29,2,585.2700000000001,122,4,2,2,1,422,0,0,0,0,0,0,0,0,0,1,0
12385.0,1,1,['Nov 10'],Belgium,612,65,1938.3999999999999,15.0,0.85,2.25,2010-11-25,2010-11-25,0.04,77.536,1.0,1938.3999999999999,1938.3999999999999,612.0,65.0,380,1,1938.3999999999999,380,2,1,4,2,214,1,0,0,0,0,0,0,0,0,0,0
12386.0,2,2,['Dec 10' 'Jan 11'],Australia,354,10,401.90000000000003,6.75,0.36,1.45,2011-01-06,2010-12-08,0.08,16.076,1.0,200.95000000000002,200.95000000000002,177.0,5.0,338,2,401.90000000000003,367,2,2,2,2,222,0,0,0,0,0,1,0,0,0,0,0
12387.0,1,1,['Oct 10'],Australia,134,9,143.94,16.95,0.42,1.25,2010-10-20,2010-10-20,0.04,5.7576,1.0,143.94,143.94,134.0,9.0,416,1,143.94,416,1,1,1,2,111,0,0,0,0,0,1,0,0,0,0,0
12388.0,8,8,['May 10' 'Sep 10' 'Jan 11' 'Feb 11' 'Mar 11' 'Jul 11' 'Sep 11' 'Nov 11'],Australia,2001,84,3901.110000000001,11.15,0.19,2.92,2011-11-24,2010-05-06,0.32,156.04440000000005,1.0,487.63875000000013,487.63875000000013,250.125,10.5,16,8,3901.110000000001,583,5,4,5,3,545,0,0,0,0,0,1,0,0,0,0,0
12389.0,3,3,['Feb 10' 'May 10' 'Nov 10'],Australia,614,42,1433.33,9.95,0.42,1.95,2010-11-02,2010-02-22,0.12,57.3332,1.0,477.77666666666664,477.77666666666664,204.66666666666666,14.0,403,3,1433.33,656,2,3,4,4,234,0,0,0,0,0,1,0,0,0,0,0
12390.0,1,1,['Sep 11'],Belgium,353,32,549.84,16.95,0.42,2.1,2011-09-21,2011-09-21,0.04,21.9936,1.0,549.84,549.84,353.0,32.0,80,1,549.84,80,3,1,2,1,312,1,0,0,0,0,0,0,0,0,0,0
12391.0,6,4,['Feb 10' 'Apr 10' 'Sep 10' 'Nov 11'],Cyprus,1204,245,2724.839999999994,79.95,0.21,2.08,2011-11-18,2010-02-15,0.24,108.99359999999974,1.5,681.2099999999984,454.13999999999896,200.66666666666666,40.833333333333336,22,6,2724.839999999994,663,4,4,4,4,444,0,0,0,0,0,1,0,0,0,0,0
12392.0,1,1,['Apr 10'],Australia,73,7,234.75000000000006,9.95,1.25,4.25,2010-04-27,2010-04-27,0.04,9.390000000000002,1.0,234.75000000000006,234.75000000000006,73.0,7.0,592,1,234.75000000000006,592,1,1,1,3,111,0,0,0,0,0,1,0,0,0,0,0
12393.0,6,5,['Oct 10' 'Nov 10' 'Jan 11' 'Apr 11' 'Sep 11'],Australia,1311,65,2399.4500000000003,12.75,0.55,1.65,2011-09-28,2010-10-07,0.24,95.97800000000001,1.2,479.89000000000004,399.90833333333336,218.5,10.833333333333334,73,6,2399.4500000000003,429,3,4,4,2,344,0,0,0,0,0,1,0,0,0,0,0
12394.0,2,2,['May 11' 'Oct 11'],Belgium,819,26,1272.48,18.0,0.72,1.69,2011-10-07,2011-05-06,0.08,50.8992,1.0,636.24,636.24,409.5,13.0,64,2,1272.48,218,3,2,4,1,324,1,0,0,0,0,0,0,0,0,0,0
12395.0,15,11,"['Apr 10' 'Aug 10' 'Oct 10' 'Dec 10' 'Feb 11' 'Mar 11' 'May 11' 'Jun 11'
 'Aug 11' 'Oct 11' 'Nov 11']",Belgium,3205,151,4721.169999999996,39.95,0.19,1.95,2011-11-20,2010-04-16,0.6,188.84679999999986,1.3636363636363635,429.1972727272724,314.74466666666643,213.66666666666666,10.066666666666666,20,15,4721.169999999996,603,5,5,5,4,555,1,0,0,0,0,0,0,0,0,0,0
12396.0,1,1,['Feb 10'],RSA,591,65,931.4300000000006,10.95,0.65,1.45,2010-02-03,2010-02-03,0.04,37.257200000000026,1.0,931.4300000000006,931.4300000000006,591.0,65.0,675,1,931.4300000000006,675,1,1,3,4,113,0,0,0,0,0,1,0,0,0,0,0
12397.0,2,2,['Jul 11' 'Nov 11'],Belgium,1263,110,2409.9000000000005,16.95,0.29,1.95,2011-11-04,2011-07-27,0.08,96.39600000000002,1.0,1204.9500000000003,1204.9500000000003,631.5,55.0,36,2,2409.9000000000005,136,4,2,4,1,424,1,0,0,0,0,0,0,0,0,0,0
12398.0,1,1,['Oct 11'],Switzerland,1394,85,1635.6599999999999,40.0,0.39,1.25,2011-10-25,2011-10-25,0.04,65.4264,1.0,1635.6599999999999,1635.6599999999999,1394.0,85.0,46,1,1635.6599999999999,46,4,1,4,1,414,0,0,0,0,0,0,0,0,0,1,0
12399.0,7,7,['Mar 10' 'Jul 10' 'Nov 10' 'Mar 11' 'May 11' 'Jun 11' 'Aug 11'],Belgium,2198,70,1962.3000000000013,15.0,0.14,0.85,2011-08-12,2010-03-05,0.28,78.49200000000005,1.0,280.3285714285716,280.3285714285716,314.0,10.0,120,7,1962.3000000000013,645,3,4,4,4,344,1,0,0,0,0,0,0,0,0,0,0
12400.0,1,1,['Oct 10'],Australia,91,11,205.25000000000003,4.95,0.85,2.55,2010-10-21,2010-10-21,0.04,8.21,1.0,205.25000000000003,205.25000000000003,91.0,11.0,415,1,205.25000000000003,415,1,1,1,2,111,0,0,0,0,0,1,0,0,0,0,0
12401.0,1,1,['Feb 11'],Belgium,11,5,84.3,15.0,3.75,10.95,2011-02-09,2011-02-09,0.04,3.372,1.0,84.3,84.3,11.0,5.0,304,1,84.3,304,2,1,1,2,211,1,0,0,0,0,0,0,0,0,0,0
12402.0,6,6,['Feb 10' 'Apr 10' 'Jul 10' 'Sep 10' 'Nov 10' 'Jan 11'],Belgium,584,43,1256.9000000000003,15.0,0.85,1.95,2011-01-20,2010-02-07,0.24,50.27600000000001,1.0,209.48333333333338,209.48333333333338,97.33333333333333,7.166666666666667,324,6,1256.9000000000003,671,2,4,4,4,244,1,0,0,0,0,0,0,0,0,0,0
12403.0,2,2,['Jul 10' 'Oct 11'],Denmark,260,8,1019.36,18.0,3.39,4.15,2011-10-21,2010-07-06,0.08,40.7744,1.0,509.68,509.68,130.0,4.0,50,2,1019.36,522,4,2,3,3,423,0,0,0,0,0,1,0,0,0,0,0
12404.0,1,1,['Jan 10'],Finland,1,1,63.24,63.24,63.24,63.24,2010-01-26,2010-01-26,0.04,2.5296000000000003,1.0,63.24,63.24,1.0,1.0,683,1,63.24,683,1,1,1,4,111,0,0,0,0,0,1,0,0,0,0,0
12405.0,1,1,['Jul 11'],Finland,857,54,1710.3900000000006,40.0,0.29,2.5700000000000003,2011-07-14,2011-07-14,0.04,68.41560000000003,1.0,1710.3900000000006,1710.3900000000006,857.0,54.0,149,1,1710.3900000000006,149,3,1,4,1,314,0,0,0,0,0,1,0,0,0,0,0
12406.0,5,5,['Jan 10' 'Apr 10' 'Nov 10' 'Jun 11' 'Nov 11'],Denmark,3416,124,6390.359999999998,14.95,0.29,1.95,2011-11-17,2010-01-11,0.2,255.6143999999999,1.0,1278.0719999999997,1278.0719999999997,683.2,24.8,23,5,6390.359999999998,698,4,4,5,5,445,0,0,0,0,0,1,0,0,0,0,0
12407.0,5,4,['Mar 11' 'Apr 11' 'Jul 11' 'Oct 11'],Belgium,1416,57,1708.1199999999997,18.0,0.12,1.45,2011-10-21,2011-03-20,0.2,68.32479999999998,1.25,427.0299999999999,341.6239999999999,283.2,11.4,50,5,1708.1199999999997,265,4,4,4,2,444,1,0,0,0,0,0,0,0,0,0,0
12408.0,8,7,['Jul 10' 'Sep 10' 'Nov 10' 'Mar 11' 'Jun 11' 'Sep 11' 'Nov 11'],Belgium,2229,104,4340.770000000002,34.95,0.12,1.95,2011-11-07,2010-07-29,0.32,173.63080000000008,1.1428571428571428,620.1100000000004,542.5962500000003,278.625,13.0,33,8,4340.770000000002,499,4,4,5,3,445,1,0,0,0,0,0,0,0,0,0,0
12409.0,7,6,['May 10' 'Jun 10' 'Jul 10' 'Oct 10' 'Jun 11' 'Sep 11'],Switzerland,13143,185,23419.289999999997,29.95,0.12,1.79,2011-09-22,2010-05-23,0.28,936.7715999999999,1.1666666666666667,3903.2149999999997,3345.6128571428567,1877.5714285714287,26.428571428571427,79,7,23419.289999999997,566,3,4,5,3,345,0,0,0,0,0,0,0,0,0,1,0
12410.0,3,2,['Jul 10' 'Feb 11'],Switzerland,341,37,1013.7099999999999,40.0,0.42,2.95,2011-02-04,2010-07-25,0.12,40.548399999999994,1.5,506.85499999999996,337.9033333333333,113.66666666666667,12.333333333333334,309,3,1013.7099999999999,503,2,3,3,3,233,0,0,0,0,0,0,0,0,0,1,0
12411.0,1,1,['Oct 10'],Australia,138,22,346.9,9.95,0.85,2.1,2010-10-26,2010-10-26,0.04,13.876,1.0,346.9,346.9,138.0,22.0,410,1,346.9,410,2,1,2,2,212,0,0,0,0,0,1,0,0,0,0,0
12412.0,6,6,['Jun 10' 'Aug 10' 'Nov 10' 'Jun 11' 'Jul 11' 'Sep 11'],Denmark,1997,84,2596.9300000000017,18.0,0.18,1.25,2011-09-26,2010-06-18,0.24,103.87720000000007,1.0,432.82166666666694,432.82166666666694,332.8333333333333,14.0,75,6,2596.9300000000017,540,3,4,4,3,344,0,0,0,0,0,1,0,0,0,0,0
12413.0,4,4,['Nov 10' 'Jan 11' 'Apr 11' 'Oct 11'],Spain,319,41,999.4499999999999,29.95,0.65,3.75,2011-10-04,2010-11-02,0.16,39.977999999999994,1.0,249.86249999999998,249.86249999999998,79.75,10.25,67,4,999.4499999999999,403,3,3,3,2,333,0,0,0,0,0,0,0,1,0,0,0
12414.0,6,4,['Sep 10' 'Feb 11' 'Apr 11' 'May 11'],Austria,495,22,952.4100000000001,130.0,0.21,1.65,2011-05-06,2010-09-02,0.24,38.0964,1.5,238.10250000000002,158.735,82.5,3.6666666666666665,218,6,952.4100000000001,464,2,4,3,3,243,0,0,0,0,0,1,0,0,0,0,0
12415.0,28,15,"['Jun 10' 'Jul 10' 'Oct 10' 'Nov 10' 'Jan 11' 'Feb 11' 'Mar 11' 'Apr 11'
 'May 11' 'Jun 11' 'Jul 11' 'Aug 11' 'Sep 11' 'Oct 11' 'Nov 11']",Australia,91447,520,144458.36999999968,350.0,0.19,1.65,2011-11-15,2010-06-30,1.12,5778.334799999987,1.8666666666666667,9630.557999999979,5159.227499999988,3265.964285714286,18.571428571428573,25,28,144458.36999999968,528,4,5,5,3,455,0,0,0,0,0,1,0,0,0,0,0
12416.0,1,1,['Feb 10'],Australia,132,11,202.56000000000003,2.1,0.55,1.69,2010-02-21,2010-02-21,0.04,8.102400000000001,1.0,202.56000000000003,202.56000000000003,132.0,11.0,657,1,202.56000000000003,657,1,1,1,4,111,0,0,0,0,0,1,0,0,0,0,0
12417.0,20,16,"['Dec 09' 'Jan 10' 'Mar 10' 'Apr 10' 'Jun 10' 'Jul 10' 'Sep 10' 'Oct 10'
 'Dec 10' 'Jan 11' 'Mar 11' 'Apr 11' 'Jun 11' 'Aug 11' 'Oct 11' 'Dec 11']",Belgium,2884,279,6797.409999999998,29.95,0.19,3.75,2011-12-06,2009-12-06,0.8,271.8963999999999,1.25,424.8381249999999,339.8704999999999,144.2,13.95,4,20,6797.409999999998,734,5,5,5,5,555,1,0,0,0,0,0,0,0,0,0,0
12418.0,4,4,['Mar 10' 'May 10' 'Oct 10' 'Aug 11'],Switzerland,1088,92,2021.2000000000003,9.95,0.19,2.55,2011-08-19,2010-03-19,0.16,80.84800000000001,1.0,505.30000000000007,505.30000000000007,272.0,23.0,113,4,2021.2000000000003,631,3,3,4,4,334,0,0,0,0,0,0,0,0,0,1,0
12419.0,2,2,['Oct 10' 'Nov 10'],Spain,231,23,503.01,28.0,0.19,1.25,2010-11-19,2010-10-22,0.08,20.1204,1.0,251.505,251.505,115.5,11.5,386,2,503.01,414,2,2,2,2,222,0,0,0,0,0,0,0,1,0,0,0
12420.0,1,1,['Oct 11'],Cyprus,345,29,600.3900000000001,16.95,0.12,3.75,2011-10-07,2011-10-07,0.04,24.015600000000003,1.0,600.3900000000001,600.3900000000001,345.0,29.0,64,1,600.3900000000001,64,3,1,2,1,312,0,0,0,0,0,1,0,0,0,0,0
12421.0,6,6,['Jul 10' 'Oct 10' 'Jan 11' 'Jun 11' 'Aug 11' 'Nov 11'],Spain,652,44,1098.6,28.0,0.39,1.65,2011-11-24,2010-07-22,0.24,43.943999999999996,1.0,183.1,183.1,108.66666666666667,7.333333333333333,16,6,1098.6,506,5,4,3,3,543,0,0,0,0,0,0,0,1,0,0,0
12422.0,17,11,"['Dec 09' 'Feb 10' 'Apr 10' 'May 10' 'Jul 10' 'Sep 10' 'Oct 10' 'Nov 10'
 'Jan 11' 'Jun 11' 'Sep 11']",Australia,2596,141,5231.7999999999965,662.25,0.21,1.95,2011-09-05,2009-12-18,0.68,209.27199999999985,1.5454545454545454,475.6181818181815,307.75294117647036,152.7058823529412,8.294117647058824,96,17,5231.7999999999965,722,3,5,5,5,355,0,0,0,0,0,1,0,0,0,0,0
12423.0,10,10,"['Aug 10' 'Nov 10' 'Dec 10' 'Feb 11' 'Mar 11' 'Apr 11' 'May 11' 'Jun 11'
 'Aug 11' 'Dec 11']",Denmark,1793,127,2622.3899999999985,18.0,0.29,1.65,2011-12-09,2010-08-31,0.4,104.89559999999994,1.0,262.23899999999986,262.23899999999986,179.3,12.7,1,10,2622.3899999999985,466,5,5,4,3,554,0,0,0,0,0,1,0,0,0,0,0
12424.0,4,3,['Jun 10' 'Oct 10' 'Jun 11'],Australia,2025,79,3340.03,9.95,0.38,1.5499999999999998,2011-06-30,2010-06-09,0.16,133.6012,1.3333333333333333,1113.3433333333335,835.0075,506.25,19.75,163,4,3340.03,549,3,3,5,3,335,0,0,0,0,0,1,0,0,0,0,0
